Date,Time,Case,Primary Convective Type,Region,500m Bottom Cap Deep Layer Speed Shear [kts],500m Bottom Cap Deep Layer Directional Shear [deg],500m Wind Speed [kts],500m Wind Direction [deg],Upper Level Cap Wind Speed [kts],Upper Level Cap Wind Direction [deg],DAWN PBL Speed Shear [kts],DAWN PBL Directional Shear [deg],DAWN Mid Layer Speed Shear [kts],DAWN Mid Layer Directional Shear [deg],DAWN Upper Layer Speed Shear [kts],DAWN Upper Layer Directional Shear [deg],500m Bottom Cap Profile Height [m],Upper Level Cap Height [m],Environment Falling In,Environment Falling In Ambiguous,Convective Lifecycle
20210822,13557,15,Isolated,Western Atlantic,45.45,232.54,45.08,60.38,6.2,149.93,--,--,--,--,--,--,495,7623,Clear Near,--,Weakening
20210822,13909,15,Isolated,Western Atlantic,17,265.03,24.69,80.25,7.87,69.89,--,--,--,--,--,--,495,7623,Clear Near,--,Weakening
20210822,13951,15,Isolated,Western Atlantic,18.59,259.01,26.03,93.71,9.33,124.07,--,--,--,--,--,--,495,7590,Clear Near,--,Weakening
20210822,14034,15,Isolated,Western Atlantic,20.72,248.39,29.86,91.16,13.41,127.88,--,--,--,--,--,--,495,7623,Clear Near,--,Weakening
20210822,14303,15,Isolated,Western Atlantic,37.34,248.46,34.02,92.75,15.36,182.81,--,--,--,--,--,--,495,7623,Clear Near,--,Weakening
20210822,14324,15,Isolated,Western Atlantic,33.97,259.46,33.61,94.32,8.75,179.23,--,--,--,--,--,--,495,7623,Clear Near,--,Weakening
20210822,14345,15,Isolated,Western Atlantic,33.53,234.23,31.53,85.73,17.77,166.21,--,--,--,--,--,--,495,7623,Clear Near,--,Weakening
20210822,14407,15,Isolated,Western Atlantic,31.85,252.3,29.9,88.07,8.69,183.03,--,--,--,--,--,--,495,7623,Clear Near,--,Weakening
20210822,14428,15,Isolated,Western Atlantic,27.17,258.37,28.69,89.36,5.56,158.1,--,--,--,--,--,--,495,7623,Clear Near,--,Weakening
20210822,14449,15,Isolated,Western Atlantic,47.5,231.66,31.72,81.09,25.25,193.55,--,--,--,--,--,--,495,7590,Clear Near,--,Weakening
20210822,14511,15,Isolated,Western Atlantic,33.37,244.36,32.27,80.83,9.47,169.2,--,--,--,--,--,--,495,7623,Clear Near,--,Weakening
20210822,14532,15,Isolated,Western Atlantic,28.98,245.62,31.53,78.67,7.33,141.95,--,--,--,--,--,--,495,7623,Clear Near,--,Weakening
20210822,14553,15,Isolated,Western Atlantic,34.29,242.6,31.28,75.09,7.74,181.61,--,--,--,--,--,--,495,7623,Clear Near,--,Weakening
20210822,14614,15,Isolated,Western Atlantic,30.75,259.71,30.25,79.68,0.51,261.25,--,--,--,--,--,--,495,7623,Clear Near,--,Weakening
20210822,14636,15,Isolated,Western Atlantic,32.57,256.77,34.1,82.96,3.91,146.91,--,--,--,--,--,--,495,7623,Clear Near,--,Weakening
20210822,14657,15,Isolated,Western Atlantic,33.45,257.51,31.55,83.77,4.02,198.73,--,--,--,--,--,--,495,7623,Clear Near,--,Weakening
20210822,14718,15,Isolated,Western Atlantic,32.45,258.74,32.13,88.7,5.62,176.99,--,--,--,--,--,--,495,7623,Clear Near,--,Weakening
20210822,14740,15,Isolated,Western Atlantic,23.09,265.32,29.68,81.97,6.76,70.47,--,--,--,--,--,--,495,7623,Clear Near,--,Weakening
20210822,14801,15,Isolated,Western Atlantic,27.65,266.23,29.24,87.39,1.69,106.7,--,--,--,--,--,--,495,7623,Clear Near,--,Weakening
20210822,14822,15,Isolated,Western Atlantic,31.28,249.42,28.98,84.22,8.09,183.18,--,--,--,--,--,--,495,7590,Clear Near,--,Weakening
20210822,14843,15,Isolated,Western Atlantic,27.99,256.64,27.25,82.08,2.72,185.04,--,--,--,--,--,--,495,7623,Clear Near,--,Weakening
20210822,14905,15,Isolated,Western Atlantic,35.34,248.85,29.37,79.91,8.61,208,--,--,--,--,--,--,495,7623,Clear Near,--,Weakening
20210822,14926,15,Isolated,Western Atlantic,28.16,256.94,27.41,82.09,2.6,186.26,--,--,--,--,--,--,495,7623,Clear Near,--,Weakening
20210822,14947,15,Isolated,Western Atlantic,31.46,262.89,29.57,74.99,4.61,324.79,--,--,--,--,--,--,495,7623,Clear Near,--,Weakening
20210822,15030,15,Isolated,Western Atlantic,26.75,248.26,28.75,72.97,3.03,119.39,--,--,--,--,--,--,495,7623,Clear Near,--,Weakening
20210822,15051,15,Isolated,Western Atlantic,29.62,254.91,28.38,80.84,3.25,190.22,--,--,--,--,--,--,495,7623,Clear Near,--,Weakening
20210822,15112,15,Isolated,Western Atlantic,26.67,274.22,27.84,84.12,4.94,12.74,--,--,--,--,--,--,495,7623,Clear Near,--,Weakening
20210822,15134,15,Isolated,Western Atlantic,25.05,252.51,26.26,83.71,5.15,154.61,--,--,--,--,--,--,495,7623,Clear Near,--,Weakening
20210822,15155,15,Isolated,Western Atlantic,22.49,234.83,26.65,77.18,10.36,132.8,--,--,--,--,--,--,495,7623,Clear Near,--,Weakening
20210822,15216,15,Isolated,Western Atlantic,22.77,249.56,26.61,73.74,4.24,96.8,--,--,--,--,--,--,495,7590,Clear Near,--,Weakening
20210822,15237,15,Isolated,Western Atlantic,23.61,284.51,31.78,86.57,11.82,48.6,--,--,--,--,--,--,495,7623,Clear Near,--,Weakening
20210822,15339,15,Isolated,Western Atlantic,21.36,268.34,30.81,83.88,9.66,73.98,--,--,--,--,--,--,495,7623,Clear Near,--,Weakening
20210822,15400,15,Isolated,Western Atlantic,23.68,233.7,33.8,65.29,11.62,89.45,--,--,--,--,--,--,495,7623,Clear Near,--,Weakening
20210822,15421,15,Isolated,Western Atlantic,24.72,239.84,29.31,74.85,8.4,124.53,--,--,--,--,--,--,495,7623,Clear Near,--,Weakening
20210822,15443,15,Isolated,Western Atlantic,12.43,230.21,14.35,86.04,8.44,145.68,--,--,--,--,--,--,495,7623,Clear Near,--,Weakening
20210822,15504,15,Isolated,Western Atlantic,20.16,237.41,14.62,72.14,7.08,205.71,--,--,--,--,--,--,495,7623,Clear Near,--,Weakening
20210822,15525,15,Isolated,Western Atlantic,20.57,236.04,17.51,71.49,5.95,184.37,--,--,--,--,--,--,495,7623,Clear Near,--,Weakening
20210822,15546,15,Isolated,Western Atlantic,38.94,251.91,21.77,74.95,17.24,248.06,--,--,--,--,--,--,495,7623,Clear Near,--,Weakening
20210822,15608,15,Isolated,Western Atlantic,26.85,240.93,21.73,78.9,9.12,193.58,--,--,--,--,--,--,495,7623,Clear Near,--,Weakening
20210822,15629,15,Isolated,Western Atlantic,27.47,247.88,20.24,76.32,8.03,226.17,--,--,--,--,--,--,495,7623,Clear Near,--,Weakening
20210822,15712,15,Isolated,Western Atlantic,33.34,244.93,25.29,78.02,10.42,211.6,--,--,--,--,--,--,495,7623,Clear Near,--,Weakening
20210822,15733,15,Isolated,Western Atlantic,34.74,245.43,28.73,74.82,7.93,209.21,--,--,--,--,--,--,495,7623,Clear Near,--,Weakening
20210822,15754,15,Isolated,Western Atlantic,32.9,251.33,27.43,78.67,6.69,219.74,--,--,--,--,--,--,495,7623,Clear Near,--,Weakening
20210822,15815,15,Isolated,Western Atlantic,34.64,251.91,27.29,77.46,7.93,232.48,--,--,--,--,--,--,495,7623,Clear Near,--,Weakening
20210822,15837,15,Isolated,Western Atlantic,23.56,246.85,23.25,78.51,4.76,166.39,--,--,--,--,--,--,495,7623,Clear Near,--,Weakening
20210822,15919,15,Isolated,Western Atlantic,32.5,244.24,24.98,85.21,12.81,199.98,--,--,--,--,--,--,495,7623,Clear Near,--,Weakening
20210822,15941,15,Isolated,Western Atlantic,32.36,241.93,17.14,70.66,15.63,232.35,--,--,--,--,--,--,495,7623,Clear Near,--,Weakening
20210822,20023,15,Isolated,Western Atlantic,22.33,239.77,16.87,82.83,9.49,195.6,--,--,--,--,--,--,495,7623,Clear Near,--,Weakening
20210822,20044,15,Isolated,Western Atlantic,24.93,229.82,18.06,75.49,11.66,187.71,--,--,--,--,--,--,495,7623,Clear Near,--,Weakening
20210822,20106,15,Isolated,Western Atlantic,20.45,239.09,21.6,83.07,8.81,153.76,--,--,--,--,--,--,495,7623,Clear Near,--,Weakening
20210822,20127,15,Isolated,Western Atlantic,27.73,248.93,23.6,81.94,7.11,200.64,--,--,--,--,--,--,495,7623,Clear Near,--,Weakening
20210822,20148,15,Isolated,Western Atlantic,23.84,237.11,23.19,75.4,7.5,161.19,--,--,--,--,--,--,495,7623,Clear Near,--,Weakening
20210822,20210,15,Isolated,Western Atlantic,23.75,230.38,13.96,60.47,10.3,216.66,--,--,--,--,--,--,495,7623,Clear Near,--,Weakening
20210822,20231,15,Isolated,Western Atlantic,24.54,248.43,15.67,71.62,8.94,242.83,--,--,--,--,--,--,495,7623,Clear Near,--,Weakening
20210822,20252,15,Isolated,Western Atlantic,11.17,208.45,6.4,93.29,10.24,174.05,--,--,--,--,--,--,495,7623,Clear Near,--,Weakening
20210822,20313,15,Isolated,Western Atlantic,16.14,213.21,4.53,80.53,13.49,198.92,--,--,--,--,--,--,495,7623,Clear Near,--,Weakening
20210822,20335,15,Isolated,Western Atlantic,9.58,256.76,10.22,115.22,6.55,180.66,--,--,--,--,--,--,495,7623,Clear Near,--,Weakening
20210822,20356,15,Isolated,Western Atlantic,24.9,248.96,23.6,84.46,6.67,177.89,--,--,--,--,--,--,495,7623,Clear Near,--,Weakening
20210822,20417,15,Isolated,Western Atlantic,36.64,238.15,27.31,75.43,13.32,200.61,--,--,--,--,--,--,495,7623,Clear Near,--,Weakening
20210822,20439,15,Isolated,Western Atlantic,39.53,236.46,28.98,77.95,16.44,196.25,--,--,--,--,--,--,495,7623,Clear Near,--,Weakening
20210822,20500,15,Isolated,Western Atlantic,34.56,243.38,27.82,79.17,10.87,199.21,--,--,--,--,--,--,495,7623,Clear Near,--,Weakening
20170615,185522,4,Organized,Caribbean,20.86,257.08,12.79,90.93,8.98,237.16,--,--,--,--,--,--,509.89,7577.1,Clear Near,--,--
20170615,185544,4,Organized,Caribbean,25.38,259.58,13.1,90.88,12.79,248,--,--,--,--,--,--,509.83,7642,Clear Near,--,--
20170615,185607,4,Organized,Caribbean,23.39,260.79,13.15,99.66,11.74,239.56,--,--,--,--,--,--,516.12,7642.4,Clear Near,--,--
20170615,185957,4,Organized,Caribbean,19.56,254.78,19.09,91.25,5.56,177.82,--,--,--,--,--,--,506.1,7630.4,Clear Near,--,--
20170615,190025,4,Organized,Caribbean,24.09,250.3,19.73,88.34,8.11,201.43,--,--,--,--,--,--,503.17,7632.6,Clear Near,--,--
20170615,190054,4,Organized,Caribbean,14.63,254.89,16.35,97.42,6.28,160.56,--,--,--,--,--,--,502.7,7624.2,Clear Near,--,--
20170615,190414,4,Organized,Caribbean,20.77,241.49,14.71,88.18,10.09,200.63,--,--,--,--,--,--,513.97,7626.8,Clear Near,--,--
20170615,190443,4,Organized,Caribbean,20.75,232.14,14.12,79.76,10.52,193.67,--,--,--,--,--,--,489.07,7625.5,Clear Near,--,--
20170615,190511,4,Organized,Caribbean,17.79,245.48,11.78,91.52,8.87,209.84,--,--,--,--,--,--,510.44,7627,Clear Near,--,--
20170615,190539,4,Organized,Caribbean,16.31,241.06,13.8,87.43,7.29,183.83,--,--,--,--,--,--,499.52,7625.4,Clear Near,--,--
20170615,190608,4,Organized,Caribbean,19.41,244.51,15.78,78.39,5.57,201.69,--,--,--,--,--,--,490.46,7631.1,Clear Near,--,--
20170615,202958,4,Organized,Caribbean,15.36,225.8,7.58,90.28,11.28,197.7,--,--,--,--,--,--,511.5,7626.6,Clear Near,--,--
20170615,203027,4,Organized,Caribbean,13.51,248.51,10.71,98.4,6.81,196.9,--,--,--,--,--,--,513.2,7633.7,Clear Near,--,--
20170615,203055,4,Organized,Caribbean,14.65,256.87,8.7,104.5,8.03,226.69,--,--,--,--,--,--,485.87,7625.2,Clear Near,--,--
20170615,203123,4,Organized,Caribbean,16.7,242.8,11.35,85.54,7.63,207.69,--,--,--,--,--,--,494.65,7624.8,Clear Near,--,--
20170615,203247,4,Organized,Caribbean,13.23,229.23,5.68,69.95,8.17,215,--,--,--,--,--,--,485.13,7631.2,Clear Near,--,--
20170615,203632,4,Organized,Caribbean,12.44,235.63,6.85,100.92,9.04,203.08,--,--,--,--,--,--,527.6,7614.1,Clear Near,--,--
20170615,203700,4,Organized,Caribbean,15.9,213.57,7.49,71.29,10.98,188.88,--,--,--,--,--,--,513.23,7611.6,Clear Near,--,--
20170615,203728,4,Organized,Caribbean,8.6,220.95,4.74,81.02,5.84,189.45,--,--,--,--,--,--,501.58,7608.2,Clear Near,--,--
20170615,203756,4,Organized,Caribbean,6.15,233.35,4.69,107.63,5.11,185.25,--,--,--,--,--,--,503.99,7637.3,Clear Near,--,--
20170615,203824,4,Organized,Caribbean,8.61,227.4,6.63,116.16,8.76,182.55,--,--,--,--,--,--,515.25,7611.8,Clear Near,--,--
20170615,204208,4,Organized,Caribbean,15.5,246.54,2.77,139.7,14.93,236.31,--,--,--,--,--,--,514.97,7596.1,Clear Near,--,--
20170615,204745,4,Organized,Caribbean,9.98,321.69,5.06,167.39,5.85,299.63,--,--,--,--,--,--,488.18,7614.4,Clear Near,--,--
20170615,204909,4,Organized,Caribbean,2.87,279.18,5.37,183.32,5.83,212.63,--,--,--,--,--,--,495.37,7648.1,Clear Near,--,--
20170615,205005,4,Organized,Caribbean,6.41,338.94,10.02,195.54,6.19,233.7,--,--,--,--,--,--,503.99,7649.6,Clear Near,--,--
20170615,205033,4,Organized,Caribbean,5.06,314.3,7.57,189.2,6.23,230.8,--,--,--,--,--,--,494.58,7616.8,Clear Near,--,--
20170615,205101,4,Organized,Caribbean,27.01,287.08,21.23,119.01,7.63,251.96,--,--,--,--,--,--,524.06,7611,Clear Near,--,--
20170615,205129,4,Organized,Caribbean,2.1,192.22,13.67,237.95,15.21,232.28,--,--,--,--,--,--,487.62,7652.1,Clear Near,--,--
20170615,205157,4,Organized,Caribbean,5.05,75.47,15.07,235.07,10.48,225.41,--,--,--,--,--,--,484.64,7629.6,Clear Near,--,--
20170616,194938,5,Organized,Caribbean,18.26,269.79,15.21,102.43,4.77,225.49,--,--,--,--,--,--,496.77,7622.9,Clear Near,--,--
20170616,195932,5,Organized,Caribbean,16.22,261.32,8.78,100.13,8.4,241.64,--,--,--,--,--,--,438.95,7609.2,Clear Near,--,Weakening
20170616,200030,5,Organized,Caribbean,14.56,245.18,9.15,86.69,6.92,216.18,--,--,--,--,--,--,481.85,7611.9,Clear Near,--,Weakening
20170616,200129,5,Organized,Caribbean,15.75,232.68,8.27,86.08,9.95,205.42,--,--,--,--,--,--,483.8,7613.3,Clear Near,--,Weakening
20170616,200326,5,Organized,Caribbean,14.38,223.17,10.08,95.68,11.49,179.06,--,--,--,--,--,--,507.37,7616.2,Clear Near,--,Weakening
20170616,200424,5,Organized,Caribbean,11.66,226.77,8.21,96.36,8.9,182.19,--,--,--,--,--,--,512.12,7614.2,Clear Near,--,Weakening
20170616,200621,5,Organized,Caribbean,15.5,223.39,8.36,68.74,8.71,199.15,--,--,--,--,--,--,511.01,7613.8,Clear Near,--,Weakening
20170616,200719,5,Organized,Caribbean,13.14,229.11,9.25,58.07,4.26,209.33,--,--,--,--,--,--,510.33,7613.6,Clear Near,--,Weakening
20170616,200818,5,Organized,Caribbean,15.8,221.78,9.58,59.14,7.25,198.54,--,--,--,--,--,--,496.17,7618.1,Clear Near,--,Weakening
20170616,200916,5,Organized,Caribbean,9.77,235.94,9.7,74.72,3.18,156.63,--,--,--,--,--,--,514.93,7624.4,Clear Near,--,Weakening
20170616,201014,5,Organized,Caribbean,16.64,227.11,11.33,64.99,6.81,196.38,--,--,--,--,--,--,505,7621,Clear Near,--,Weakening
20170616,201310,5,Organized,Caribbean,19.41,232.36,11.55,55.77,7.91,227.37,--,--,--,--,--,--,504.94,7611.4,Clear Near,--,Weakening
20170616,201408,5,Organized,Caribbean,20.25,217.35,13.57,54.86,8.37,188.15,--,--,--,--,--,--,507.07,7611.6,Clear Near,--,Weakening
20170616,201507,5,Organized,Caribbean,16.43,236.59,11.09,66.85,5.86,216.88,--,--,--,--,--,--,506.8,7610.9,Clear Near,--,Weakening
20170616,202058,5,Organized,Caribbean,21.51,238.11,15.82,91.26,11.96,191.78,--,--,--,--,--,--,494.77,7631.7,Clear Near,--,Weakening
20170616,202156,5,Organized,Caribbean,29.83,217.3,12.69,88.73,24.06,192.96,--,--,--,--,--,--,510.78,7636.7,Clear Near,--,Weakening
20170616,202255,5,Organized,Caribbean,20.01,244.49,15.05,87.87,8.6,200.54,--,--,--,--,--,--,496.45,7637.3,Clear Near,--,Weakening
20170616,202353,5,Organized,Caribbean,15.16,229.09,10.48,79.16,8.04,188.28,--,--,--,--,--,--,495.64,7636.8,Clear Near,--,Weakening
20170616,202452,5,Organized,Caribbean,16.24,247.6,12.62,96.34,7.97,198.08,--,--,--,--,--,--,490.45,7635.7,Clear Near,--,Weakening
20170616,202550,5,Organized,Caribbean,16,253.72,12.89,96.32,6.43,203.33,--,--,--,--,--,--,494.95,7636.4,Clear Near,--,Weakening
20170616,202848,5,Organized,Caribbean,17.26,233.7,10.54,85.63,10.01,199.88,--,--,--,--,--,--,500.4,7629.2,Clear Near,--,Weakening
20170616,202947,5,Organized,Caribbean,17.27,245.04,8.97,82.23,9.09,228.09,--,--,--,--,--,--,496.2,7631.9,Clear Near,--,Weakening
20170616,203045,5,Organized,Caribbean,19.92,240.23,7.78,67.43,12.24,235.66,--,--,--,--,--,--,511.65,7634.2,Clear Near,--,Weakening
20170616,203144,5,Organized,Caribbean,22.97,248.28,9.88,79.56,13.42,239.99,--,--,--,--,--,--,503.08,7607.8,Clear Near,--,Weakening
20170616,203242,5,Organized,Caribbean,14.47,242.82,8.91,74.48,6.02,225.41,--,--,--,--,--,--,493.86,7637.2,Clear Near,--,Weakening
20170616,203341,5,Organized,Caribbean,13.32,236.36,8.21,87.56,7.6,202.31,--,--,--,--,--,--,510.09,7609.8,Clear Near,--,Weakening
20170616,203735,5,Organized,Caribbean,13.58,252.71,11.89,82.83,2.81,204.61,--,--,--,--,--,--,501.84,7611.1,Clear Near,--,Weakening
20170616,203834,5,Organized,Caribbean,21.47,231.03,12.67,72.83,10.78,205.15,--,--,--,--,--,--,493.21,7623.8,Clear Near,--,Weakening
20170616,203932,5,Organized,Caribbean,8.77,191.7,4.22,14.4,4.56,189.2,--,--,--,--,--,--,494.54,7628.8,Clear Near,--,Weakening
20170606,190855,7,Organized,Gulf,27.2,179.95,26.48,255.14,42.54,216.96,--,--,--,--,--,--,486.13,7625.8,Clear Near,--,--
20170606,190937,7,Organized,Gulf,22.02,170.94,27.23,249.73,38.2,215.3,--,--,--,--,--,--,508.66,7624.9,Clear Near,--,--
20170606,191020,7,Organized,Gulf,25.48,180.49,26.93,252.21,42.49,217.49,--,--,--,--,--,--,488.21,7623.3,Clear Near,--,--
20170606,191810,7,Organized,Gulf,24.23,186.47,24.49,240.85,43.33,213.82,--,--,--,--,--,--,493.4,7636.2,Clear Near,--,--
20170606,191853,7,Organized,Gulf,26.74,186.74,23.34,243.32,44.13,212.94,--,--,--,--,--,--,515.58,7638.9,Clear Near,--,--
20170606,192227,7,Organized,Gulf,23.76,196.17,25.44,240.08,45.63,218.92,--,--,--,--,--,--,491.84,7609.3,Clear Near,--,--
20170606,192435,7,Organized,Gulf,26.54,183.41,27.31,249.85,45.05,217.16,--,--,--,--,--,--,498.99,7618.4,Clear Near,--,--
20170606,193059,7,Organized,Gulf,28.93,194.42,30.68,252.78,52.05,224.54,--,--,--,--,--,--,487.11,7611.9,Clear Near,--,--
20170606,193724,7,Organized,Gulf,32.56,201.09,18.91,261.94,44.92,222.66,--,--,--,--,--,--,492.81,7632.2,Clear Near,--,--
20170606,194140,7,Organized,Gulf,32.46,185.91,23.34,243.32,49.14,209.5,--,--,--,--,--,--,509.25,7632.9,Clear Near,--,--
20170606,194223,7,Organized,Gulf,31.17,191.15,23.76,244.04,49.29,213.76,--,--,--,--,--,--,513.73,7633.5,Clear Near,--,--
20170606,194639,7,Organized,Gulf,33.77,187.37,22.82,263.42,45.09,216.79,--,--,--,--,--,--,502.84,7607.5,Clear Near,--,--
20170606,194722,7,Organized,Gulf,34.25,187.21,21.9,259.77,45.85,214.32,--,--,--,--,--,--,507.7,7633,Clear Near,--,--
20170606,194805,7,Organized,Gulf,36.98,191.77,19.78,263.7,47.03,215.33,--,--,--,--,--,--,508.41,7627,Clear Near,--,--
20170606,195138,7,Organized,Gulf,29.8,180.58,21.29,247.35,42.91,207.7,--,--,--,--,--,--,513.03,7632.4,Clear Near,--,--
20170606,195221,7,Organized,Gulf,24.77,182.85,26.35,238,45.31,211.35,--,--,--,--,--,--,513.08,7636.5,Clear Near,--,--
20170606,195304,7,Organized,Gulf,28.38,179.41,26.66,245.45,46.16,211.27,--,--,--,--,--,--,506.79,7608.2,Clear Near,--,--
20170606,195347,7,Organized,Gulf,30.68,178.55,23.37,248.12,44.59,207.97,--,--,--,--,--,--,488.12,7608.1,Clear Near,--,--
20170606,202216,7,Organized,Gulf,32.16,195.61,25.81,268.01,46.93,227.23,--,--,--,--,--,--,489.6,7629,Clear Near,--,--
20170606,202259,7,Organized,Gulf,28.68,204.25,25.29,248.86,49.95,225.08,--,--,--,--,--,--,503.34,7631.4,Clear Near,--,--
20170606,202633,7,Organized,Gulf,29.34,205.27,19.44,255.27,44.4,224.86,--,--,--,--,--,--,504.66,7617.7,Clear Near,--,--
20170606,202715,7,Organized,Gulf,27.55,209.7,19.45,249.6,44.26,226.07,--,--,--,--,--,--,497.74,7624,Clear Near,--,--
20170606,202758,7,Organized,Gulf,28.03,209.1,19.58,251.32,44.52,226.29,--,--,--,--,--,--,494.03,7613.9,Clear Near,--,--
20170606,202841,7,Organized,Gulf,24.21,197.08,24.83,257.68,42.34,227.81,--,--,--,--,--,--,484.18,7606.1,Clear Near,--,--
20170606,203132,7,Organized,Gulf,33.15,198.81,21.09,245.24,50.07,216.57,--,--,--,--,--,--,487.96,7606.8,Clear Near,--,--
20170606,203257,7,Organized,Gulf,31.87,205.52,22.99,239.9,52.48,219.84,--,--,--,--,--,--,489.06,7618.4,Clear Near,--,--
20170606,203340,7,Organized,Gulf,31.85,200.72,22.03,243.61,50.28,218.07,--,--,--,--,--,--,503.17,7621.2,Clear Near,--,--
20170606,203548,7,Organized,Gulf,40.29,214.52,13.66,240.77,52.89,221.08,--,--,--,--,--,--,510.19,7638.3,Clear Near,--,--
20170606,203631,7,Organized,Gulf,31.99,196.9,19.5,249.92,46.41,216.51,--,--,--,--,--,--,487.99,7654.4,Clear Near,--,--
20170606,203713,7,Organized,Gulf,34.09,190.86,21.15,256.74,46.89,215.17,--,--,--,--,--,--,500.95,7626.7,Clear Near,--,--
20170606,204336,7,Organized,Gulf,28.47,197.26,26.02,246.82,49.48,220.85,--,--,--,--,--,--,503.59,7626,Clear Near,--,--
20170606,204529,7,Organized,Gulf,28,189.88,26.73,249.31,47.54,218.84,--,--,--,--,--,--,495.42,7624.7,Clear Near,--,--
20170606,205156,7,Organized,Gulf,31.48,193.88,18.02,260.44,42.04,217.04,--,--,--,--,--,--,490.79,7625.6,Clear Near,--,--
20170606,205239,7,Organized,Gulf,31.03,197.06,19.57,258.09,43.98,219.97,--,--,--,--,--,--,511.48,7619.7,Clear Near,--,--
20170606,205322,7,Organized,Gulf,30.06,201.83,20.03,251.92,45.57,221.53,--,--,--,--,--,--,487.95,7622.4,Clear Near,--,--
20170606,205404,7,Organized,Gulf,29.61,196.25,18.2,256.82,41.68,218.6,--,--,--,--,--,--,508.39,7624.3,Clear Near,--,--
20170606,205447,7,Organized,Gulf,33.88,193.73,19.12,266.91,43.45,218.64,--,--,--,--,--,--,513.29,7620.2,Clear Near,--,--
20170606,205529,7,Organized,Gulf,26.69,202.82,16.23,245.16,40.2,218.6,--,--,--,--,--,--,490.58,7618.9,Clear Near,--,--
20170606,205737,7,Organized,Gulf,33.22,199.61,16.84,245.01,46.61,214.52,--,--,--,--,--,--,490.67,7615.6,Clear Near,--,--
20170606,211609,7,Organized,Gulf,17.99,197.33,29.79,242.88,44.3,226.03,--,--,--,--,--,--,516.02,7625,Clear Near,--,--
20170606,211734,7,Organized,Gulf,30.41,199.39,26.63,251.65,51.24,223.66,--,--,--,--,--,--,508.02,7630.7,Clear Near,--,--
20170606,211817,7,Organized,Gulf,27.27,208.9,25.23,250.1,49.15,228.66,--,--,--,--,--,--,485.36,7624.9,Clear Near,--,--
20170606,212107,7,Organized,Gulf,29.24,206.4,26.09,256.55,50.13,229.95,--,--,--,--,--,--,500.89,7615.2,Clear Near,--,--
20170606,212358,7,Organized,Gulf,31.89,204.28,17.83,253.11,45.65,221.38,--,--,--,--,--,--,495.83,7608.9,Clear Near,--,--
20170606,212441,7,Organized,Gulf,33.63,202.98,18.94,247.25,49,218.63,--,--,--,--,--,--,495.83,7614.3,Clear Near,--,--
20170606,212523,7,Organized,Gulf,33.79,208.93,17.6,250.34,48.41,222.85,--,--,--,--,--,--,487.78,7620.7,Clear Near,--,--
20170606,212606,7,Organized,Gulf,36.69,211.37,16.58,243.9,51.45,221.35,--,--,--,--,--,--,498.36,7618.4,Clear Near,--,--
20170606,212649,7,Organized,Gulf,32.08,215.04,16.2,233.26,47.74,221.13,--,--,--,--,--,--,511.6,7616.9,Clear Near,--,--
20170606,212732,7,Organized,Gulf,32.22,218.59,16.09,246.63,47.03,227.84,--,--,--,--,--,--,496.54,7622.5,Clear Near,--,--
20170606,212814,7,Organized,Gulf,31.46,220.1,17.45,238.52,48.34,226.65,--,--,--,--,--,--,502.09,7618.3,Clear Near,--,--
20170606,212857,7,Organized,Gulf,35.52,220.5,14.15,238.4,49.18,225.57,--,--,--,--,--,--,496.3,7617.7,Clear Near,--,--
20170606,212940,7,Organized,Gulf,35.41,216.89,15.78,241.9,50.16,224.53,--,--,--,--,--,--,513.22,7613.1,Clear Near,--,--
20170619,183340,9,Organized,Gulf,43.03,197.43,20.85,41.54,25.47,177.9,--,--,--,--,--,--,509.75,7635.4,Clear Near,--,--
20170619,210526,9,Organized,Gulf,102.18,218.33,29.36,60.4,75.78,209.96,--,--,--,--,--,--,509.84,7651,Clear Near,--,--
20170620,182858,10,Organized,Gulf,24.98,223.08,10.74,131.12,26.85,199.52,--,--,--,--,--,--,515.23,7618.5,Clear Near,--,--
20170620,183118,10,Organized,Gulf,62.01,215.44,35.7,44.18,27.27,203.96,--,--,--,--,--,--,508.88,7612.3,Clear Near,--,--
20170620,183227,10,Organized,Gulf,60.37,212.94,33.5,41.69,27.73,202.36,--,--,--,--,--,--,511.27,7625.6,Clear Near,--,--
20170620,184845,10,Organized,Gulf,75.99,205.25,38.01,16.4,38.87,213.9,--,--,--,--,--,--,488.6,7620.3,Clear Near,--,--
20170620,185215,10,Organized,Gulf,65.53,205.61,34.68,2,36.5,227.97,--,--,--,--,--,--,502.29,7630.4,Clear Near,--,--
20170620,185544,10,Organized,Gulf,58.22,201.74,32.12,357.49,31.8,226.26,--,--,--,--,--,--,502.36,7607.4,Clear Near,--,--
20170620,190614,10,Organized,Gulf,30.31,178.7,15.99,288.23,29.16,209.83,--,--,--,--,--,--,496.85,7620.6,Clear Near,--,--
20170620,190724,10,Organized,Gulf,21.7,200.23,9.85,232.26,30.5,210.09,--,--,--,--,--,--,512.79,7609.2,Clear Near,--,--
20170620,190834,10,Organized,Gulf,10.36,188.53,17.98,228.3,26.77,213.97,--,--,--,--,--,--,474.53,7616.4,Clear Near,--,--
20170620,190944,10,Organized,Gulf,6.98,262.1,23.67,196.09,27.26,209.62,--,--,--,--,--,--,497.96,7620.3,Clear Near,--,--
